,교과목명,주담당교수
183,정보융합 세미나,최희경
185,신약개발에서 방사선 기술의 역할,Lee Hyeong Ki
186,고체역학,조맹효
205,컴퓨터시뮬레이션과 설계,김도년
210,기계시스템설계 1,윤병동
213,기계시스템설계 2,윤병동
216,기계제도,김종원
230,열공학특강,주종남
232,고급기계설계문제연구 3,이경수
235,자동화설계특강 1,박희재
259,대학원논문연구,이준식
267,기계공학 혁신과 창업,배인탁
269,생산기계설계론,김태욱
283,우주항공 통합 시스템 설계 및 제작 1,신상준
284,우주항공 통합 시스템 설계 및 제작 2,신상준
295,항공우주문제특강,김승조
299,대학원논문연구,김승조
321,유도만능줄기세포생물학,김효수
322,학위논문세미나,김효수
339,경제동물산업기술 세미나 I,김종근
342,종자생명공학연구 방법론 I,김주곤
343,작물생화학▪분자생물학특강,강진호
345,국제농업공학연구 방법론 I,서교
363,학교폭력예방의 이론과 실제,송성민
370,글쓰기의 기초,조해숙
380,글쓰기의 기초,남은혜
392,글쓰기의 기초,안서현
394,글쓰기의 기초,김우영
401,글쓰기의 기초,강혜규
427,글쓰기의 기초,조윤정
436,인문학글쓰기,윤선구
499,고급한국어,박보연
512,역사와 철학 한문원전읽기,이현선
513,초급중국어 1,정향채
525,초급중국어 1,김혜영
528,초급중국어 2,최석원
540,중급중국어 2,홍연옥
559,대학영어 1,Johanna Leila Haas
582,대학영어 1,Robert Gordon
586,대학영어 1,Dara Anthony Sheahan
620,대학영어 2: 말하기,Robert Gordon
630,대학영어 2: 말하기,Amanda Wallace
631,대학영어 2: 말하기,Dara Anthony Sheahan
641,고급영어: 학술작문,최자윤
643,고급영어: 학술작문,Abigail Joo Young Shin
645,고급영어: 영화,강우성
661,고급영어: 발표,Johanna Leila Haas
663,고급영어: 발표,Raymond Salcedo
668,고급영어: 문학,조선정
670,고급영어: 문학,Dara Anthony Sheahan
676,초급프랑스어 1,고혜선
678,초급프랑스어 1,이건우
681,초급프랑스어 2,신은영
682,초급프랑스어 2,김명숙
683,초급프랑스어 2,전지혜
686,중급프랑스어 1,고길수
691,프랑스어 말하기,Magali Plattet
699,초급독일어 1,구연정
700,초급독일어 1,조향
702,초급독일어 2,송석희
704,초급독일어 2,조성희
705,중급독일어 1,천미수
708,독일어 글쓰기,이경진
709,독일어로 읽는 문화와 예술,김혜진
711,초급러시아어 1,정하경
713,초급러시아어 2,조규연
716,러시아어 말하기,윤서현
717,러시아어로 읽는 문화와 예술,김민아
738,중급스페인어 1,김희진
740,스페인어 글쓰기,Raimon Blancafort
741,스페인어 말하기,Raimon Blancafort
742,시사스페인어,Raimon Blancafort
748,몽골어 1,이선아
749,산스크리트어 1,이영진
752,힌디어 1,나라연
758,라틴어 1,권혁성
761,수학 및 연습 1,조영현
763,수학 및 연습 1,이화영
764,수학 및 연습 1,김서령
765,수학 및 연습 1,조철현
766,수학 및 연습 1,김인균
769,수학 및 연습 1,김판기
770,수학 및 연습 1,최종근
771,수학 및 연습 1,최명준
777,수학 및 연습 1,홍재현
785,수학 및 연습 1,이상혁
792,고급수학 및 연습 1,Atanas Iliev
794,미적분학 및 연습 1,최형규
795,생명과학을 위한 수학 1,강명민
805,생명과학을 위한 수학 2,박광순
808,경영학을 위한 수학,권훈
809,경영학을 위한 수학,박경동
810,인문사회계를 위한 수학 1,박광순
813,수학의 기초와 응용 1,서의린
843,통계학,조영인
846,통계학,김민조
859,통계학실험,이선미
861,통계학실험,Myunghee Cho Paik
862,통계학실험,이영선
871,통계학의 개념 및 실습,이영선
874,물리학 1,이규철
875,물리학 1,박철환
878,물리학 1,김기훈
879,물리학 1,박건식
882,고급물리학 1,임지순
920,생물학 1,노정혜
934,생물학실험 1,백성희
935,생물학실험 1,안광석
940,기초생물학 1,최석우
941,지구환경과학,김영희
942,지구환경과학실험,손석우
946,지구시스템과학,김영희
954,컴퓨터의 개념 및 실습,최훈규
960,컴퓨터의 개념 및 실습,최현철
961,컴퓨터의 개념 및 실습,임준석
963,컴퓨터의 개념 및 실습,신창수
968,한국인의 삶과 문학,김명호
969,한국현대문학과 사상,양승국
971,한국인의 언어와 문화,송철의
972,한국어 문장의 이해,주지연
988,도스토예프스키와 톨스토이,변현태
989,러시아명작의 이해,김윤영
997,한국어와 대중문화,김명운
1001,영미문화 읽기,최자윤
1010,독일어권 문화의 이해,고원
1015,동양의 미술과 문명,장진성
1020,예술과 가치,이해완
1021,예술과 사회,정종은
1049,디자인과 생활,김희량
1060,한국사의 재조명,Hejtmanek Milan
1073,한국의 독립운동,장원아
1075,조선왕조의 선비정신,김영인
1084,한국의 문화유산,김민수
1086,한국사 속의 가족과 젠더,정동훈
1087,동아시아 유교전통과 한국사,이민아
1089,인물로 본 한국사,이정선
1091,남북분단과 한국전쟁,김수향
1092,동아시아문화의 성립과 발전,박민수
1093,동아시아문화의 성립과 발전,김동오
1094,동아시아근대의 사적전개,윤형진
1099,기독교와 유럽문명,박재욱
1100,역사란 무엇인가,권윤경
1102,서양문명의 역사 1,정상수
1103,서양문명의 역사 2,변우희
1104,서양사 속의 제국,기계형
1108,여성사,최재인
1116,서양철학의 이해,이석재
1119,한국철학의 이해,박해당
1122,철학개론,손성우
1124,철학개론,이선일
1126,현대사회의 철학적 이해,서영화
1133,생명의료윤리,오은아
1136,동양철학의 기본문제,이원석
1142,서양철학의 고전,조현수
1150,동서양의 종교적 지혜,윤원철
1152,종교학개론,윤용복
1165,사상과 윤리,장효민
1169,정치학개론,기유정
1170,정치학개론,이용마
1171,국제정치학입문,이헌미
1172,국제정치학입문,조은정
1175,인간생활과 경제,이재원
1193,인간과 문화,오명석
1196,인류학개론,천경효
1213,페미니즘의 이해,엄혜진
1226,지구의 이해,최덕근
1227,화산과 지진,조문섭
1247,현대산업사회의 환경문제,이동수
1248,환경과 건강,김성균
1262,야구,이기청
1269,태권도,이종화
1279,수영 1(평영),이병호
1284,수영 3(자유형),김양혁
1290,수영 4(자유형),송봉길
1312,테니스초급,송욱
1313,테니스초급,전현수
1320,테니스초급,윤종웅
1328,골프초급,강형길
1330,골프초급,김학균
1331,골프초급,노신철
1342,댄스스포츠,홍애령
1345,농구초급,김희재
1361,인라인스케이트,김소희
1368,수묵화의 기초,선호준
1376,교양연주- 색소폰 1,김기선
1382,신입생세미나,고원
1383,신입생세미나,김임구
1384,신입생세미나,박현섭
1388,신입생세미나,백종현
1393,신입생세미나,강봉균
1398,신입생세미나,유효선
1405,미래를 위한 자기이해와 리더십 개발,곽성현
1415,사회봉사 2,강승백
1417,사회봉사 2,김종수
1418,사회봉사 2,조규진
1425,학생자율연구 1,황진환
1426,학생자율연구 1,박재흥
1428,학생자율연구 1,박배균
1431,학생자율연구 1,김석호
1434,학생자율연구 2,신정엽
1435,학생자율세미나,조영환
1436,학생자율세미나,김우진
1437,학생자율세미나,Guangwen Jiang
1438,학생자율세미나,박정민
1439,학생자율세미나,류재명
1440,관악모둠강좌(주제),전상인
1441,관악모둠강좌(주제),장수은
1445,소그룹 고전원전읽기 1,권혁승
1451,소그룹 고전원전읽기 1,유요한
1453,소그룹 고전원전읽기 1,박낙규
1468,소그룹 고전원전읽기 2,장원태
1470,소그룹 고전원전읽기 2,박낙규
1471,현대도시건축산책,백진
1474,과학기술과 대중문화,홍성욱
1479,신체활동의 이해와 실습,유선우
1486,한국경제: 역사와 최근의 변화,이승훈
1487,현대한국사회론,정홍익
1510,영문학서설,손영주
1530,러시아학입문,이지연
1531,EU와 독일어권 문화,최윤영
1535,인문학 세미나,Galin Tihanov
1536,인문학 세미나,Maria Polinsky
1537,인문학 세미나,Tania Ionin
1539,동남아시아 문학 개론,여운경
1541,인도사 1,구하원
1542,아시아문명론입문,이주형
1545,집중 타이어 1,신근혜
1547,일본문헌강독 1,심정명
1551,집중히브리어 1,김동혁
1553,일본현대소설,윤상인
1571,한국어학사특강,이현희
1572,한국현대시연구,신범순
1573,한국현대작가론특강,김주현
1574,한국문학연구방법,김명호
1576,한국어화용론,문숙영
1577,시조가사연구,조해숙
1578,한국현대극문학연습,양승국
1580,한국어음운론연습,송철의
1581,설화문학연구,La Shure Charles
1582,한국현대소설사연구,김종욱
1585,동아시아 고전산문 연습,박희병
1586,한국고전작가론연습,황재문
1587,대학원논문연구,송철의
1612,한문문법,양중석
1614,현대중국의문학과사회,김정수
1615,고급중국어,오수형
1616,중국문학사1,김월회
1618,중국 전통 문화의 의미와 현대 중국,서경호
1620,중국현대문학론,전형준
1621,중국역대소설강독,박지현
1624,경서연구,허성도
1627,중국어음운론연구,이연주
1628,중국문헌학연습,오영균
1629,양한위진남북조문학연구,송용준
1630,원명청문학연구,백광준
1642,근대영국문학개관,조선정
1649,영미문학특강,안지현
1655,소설의 이론과 서사 전통,김명환
1656,영미문학연구론,강우성
1661,현대미국소설,이동신
1662,영어학연습,권나영
1665,영미문학특강 3,유두선
1666,20세기영국문학,봉준수
1668,영미문학특강 4,윤조원
1693,시청각프랑스어연습,Magali Plattet
1696,프랑스어학개론 1,김종인
1699,고급프랑스어회화,Magali Plattet
1703,현대프랑스문화현상과 이론,오생근
1707,현대불문학비평연구,이건우
1709,현대프랑스희곡연구,신은영
1721,독문번역연습 1,김임구
1722,독일어집중회화 1,최영진
1725,독문번역연습2,임홍배
1726,독일희곡,양시내
1729,독일매체이론의 이해,황승환
1733,독일낭만주의문학연구,Christian Baier
1734,현대독일소설연구,정항균
1747,기초러시아어회화,AKHMETSHIN RUSLAN
1750,맥락 속의 러시아어,AKHMETSHIN RUSLAN
1754,러시아연극,백승무
1756,러시아문학비평론,신영선
1759,러시아어 논문쓰기 연습1,AKHMETSHIN RUSLAN
1760,러시아모더니즘문학,박현섭
1761,러시아어형태통사론,송은지
1762,러시아음운론,권경준
1763,러시아고전주의문학연구,서광진
1764,러시아 문화 기호학 연습,최진석
1765,러시아어학연구방법론,정하경
1774,스페인어권문화강독,이은아
1782,스페인어의미론,최홍주
1783,스페인어학연구방법론,이만기
1784,스페인문학연구방법론,서은희
1786,스페인어번역특강,박정원
1795,라틴아메리카학 개론,이성훈
1796,현대 라틴아메리카,임태균
1803,특수언어특강,정도상
1804,알타이어학,김주원
1807,일본어의구조,모모꼬
1815,음성언어처리연구 1,홍혜진
1818,통사.의미론연습 2,이승희
1826,한국고대사,송기호
1827,한국근세사,오수창
1830,한국사한문강독,이상찬
1832,한국중세사상사,남동신
1835,한국고대문화론,송기호
1836,한국중세사특강,채웅석
1837,조선후기사회변동연구,오수창
1838,한국사회운동사,오제연
1839,한국근대사특강,권태억
1852,동양사원전강독,홍정아
1853,중국문명과 제국의 형성,송진
1857,20세기일본의 역사,박훈
1858,동아시아국제관계사연구,구범진
1859,일본사회사연습,박훈
1860,근대중국의 개혁과 혁명의 연구,김형종
1869,영문사적강독1,조준배
1874,불문사적강독,주경철
1875,서양사특강,Liazzat J. K. Bonate
1880,서양근대사연습,Liazzat J. K. Bonate
1887,대학원논문연구,Liazzat J. K. Bonate
1891,현상학,김태희
1892,불교철학특강,이수미
1895,서양현대철학특강,박현정
1899,역사철학연습,정호근
1901,유가철학연습,정원재
1908,서양근세철학연구,이석재
1914,대학원논문연구,백종현
1930,한국민속종교,김동규
1931,한국기독교,방원일
1934,종교학졸업논문지도,안연희
1935,민족종교연구,최종성
1936,종교와 사회연구,유광석
1937,기독교사상사연구,김이석
1948,대학원논문연구,
1958,동양미학연습,김세중
1962,현대미학연습 1,신현주
1964,현대미학연습 2,강선아
1965,미술양식론연구,김재인
1966,중국미학사상연습,서진희
1967,현대미학연구 2,염재철
1970,음악미학연구,이종희
1978,인골고고학,이준정
1979,중국의 미술,유재빈
1980,서양고대 및 중세미술,정은진
1981,박물관학입문,전승창
1982,한국역사고고학 1(고구려·백제),김장석
1983,고고학과 과학적 분석,이선복
1986,한국의 근현대미술,신정훈
1988,역사고고학연습,김장석
1989,고고학특강,이선복
1990,중국미술사연구,조규희
1991,중앙아시아미술특강,최선아
1992,미술사연구법특강,장진성
1993,미국현대미술연습,우정아
2001,그리스문체연습,김기영
2002,고전라틴문학연습 1,안재원
2003,고전그리스산문선독 1,강성훈
2010,비교문학연구방법,조만영
2011,비교문학특강 1,변현태
2013,비교문학연습 2,정선태
2016,수집 평가론,박지영
2017,매뉴스크립트 관리론,이원규
2018,보존처리 실습,이상찬
2019,동양연극이론의 역사,허동성
2020,서양연극이론의 역사,최석훈
2022,공연예술학연습,양승국
2023,공연예술제작연습,김옥란
2029,경제원론 1,주병기
2031,경제원론 1,조남운
2032,경제원론 1,조영수
2033,경제원론 2,김석호
2035,현대사회와 사회학,김은혜
2036,현대사회와 사회학,김석호
2037,인류학의 이해,정향진
2039,지리학입문,박정재
2041,복지국가의 사회과학적 이해,문혜진
2045,정치사회학,장경섭
2047,사회학연구실습,정근식
2051,사회학특강,정일균
2052,현대사회학방법론,장덕진
2058,사회학특수연구,서이종
2062,사회학방법론연습,김현식
2076,성과 문화,김연주
2079,문화와 권력,남영호
2080,인류학연구방법실습,권숙인
2082,언어현지조사,왕한석
2083,민속학연구,강정원
2088,대학원논문연구,왕한석
2092,인류학이론사,이현정
2094,한국의 언어문화,왕한석
2102,임상심리학 및 실습,박혜연
2106,심리평가,최현정
2110,인지치료,유성진
2111,생물심리학세미나,이춘길
2127,기후학과 실험,허인혜
2128,사회지리학,신혜란
2131,교통과 정보통신의 지리학,허우긍
2150,사회보장론,김수완
2153,사회복지실천기술론,신나래
2154,사회복지프로그램개발과 평가,박정민
2157,사회복지통계 1,김세원
2158,고급사회복지실습 1,하정화
2161,고급사회조사자료분석론,강상경
2176,저널리즘의 이해,김경보
2177,영상 문화 분석,홍석경
2181,언론정보문화특강,이준환
2182,커뮤니케이션연구방법,이철주
2184,현대문화의 이해,강명구
2187,커뮤니케이션 특강,홍종윤
2188,커뮤니케이션 효과연구,장정우
2189,광고론,문현기
2191,언론 현장 연습,정은령
2192,커뮤니케이션이론연구,이은주
2198,문화콘텐츠와 커뮤니케이션,김은미
2200,미디어와 민주주의 연구,이준웅
2201,소프트웨어 문화,이재현
2215,컨텐츠산업과 정책,오세욱
2218,창의연구실습,이준환
2221,디지털애니메이션의 이해,이지원
2222,사용자중심디자인,전성진
2226,미시경제이론,주병기
2227,미시경제이론,박기홍
2249,국제경제사,양동휴
2250,산업경제세미나,정운찬
2252,금융경제세미나,전영섭
2253,고급계량경제학,이석배
2255,중국경제론,이현태
2262,경제학연습 1,이철인
2264,경제학연습 1,Elias Sanidas
2273,고급계량경제학연구,이석배
2305,대학원논문연구,안동현
2319,여성학연구방법 1:양적연구방법,최아영
2320,남성성과 젠더,배은경
2322,비교정치론,이상신
2326,정당론,강원택
2335,정치학방법론,김준석
2340,고대서양정치사상,박수인
2342,근대서양정치사상,최순영
2357,국제정치경제론,윤영관
2358,외교정책론,조동준
2359,개발과 협력의 국제정치경제,박종희
2364,국제정치연습,안두환
2367,국제정치의 길잡이,박종희
2389,경영학원론,김상지
2404,경영과학,안상형
2413,기업법,한기정
2425,관리회계,현정훈
2426,관리회계,조형진
2427,금융기관경영론,최흥식
2432,마케팅관리,주우진
2435,마케팅관리,최범준
2459,정보시스템특강,박진수
2460,경영정보컨설팅 방법론,유병준
2464,생산운영계획론,김수욱
2465,정보시스템세미나 1,장정주
2472,경영응용프로그래밍연구,박진수
2473,정보시스템연구,안중호
2474,생산관리특수연구,양홍석
2476,회계학특수문제,최종학
2529,재무관리연구,윤선흠
2533,국제조세론,최정욱
2535,포트폴리오관리연구,정재만
2536,보험과 위험관리연구,박소정
2539,국제협상론,조승아
2543,투자론실증연구,김정욱
2548,인사전략세미나,강성춘
2550,해외직접투자연구,이동기
2553,법철학기본연구,박은정
2554,법사상사특수연구,조국
2556,근세사법사연구,최병조
2557,법이론연구,김도균
2559,외국법강독,정인섭
2562,헌법기본판례연구,이강국
2564,사법일반이론,권영준
2565,민사소송법연구,오정후
2566,사법특수연구,김재형
2569,비교민사소송법연구,호문혁
2575,회사정리법연구,송옥렬
2577,범죄사회학연구,한인섭
2578,행정형법연구,이상원
2586,국제분쟁처리법연구,장승화
2587,국제인도법연구,이근관
2591,독점규제법연구,권오승
2593,국제노동법연구,이다혜
2636,채권각론,이계정
2637,형법총론,한인섭
2640,물권법,김형석
2643,민사소송법 1,오정후
2644,노동법 1,장우찬
2645,경제법,황태희
2646,헌법연습,전상현
2647,사회보장법,이다혜
2648,산업재산권법,박준석
2652,지적재산경영론,권영준
2654,선형대수학 1,김정수
2656,선형대수학 1,김희정
2657,단학기 역학,문송기
2666,과학혁명과 근대과학의 탄생,정세권
2670,유전학,이일하
2676,생화학실험,이연
2680,해양천연물 신약 개론,강헌중
2683,한국과학사통론,임종태
2684,과학철학 과제연구,조인래
2685,과학정책의 역사연구,정세권
2690,대학원논문연구,최형섭
2692,유전공학특론 1,이준호
2694,유전공학특론 3,정용근
2695,실험생물유전학특강,이승복
2710,응용통계,Myunghee Cho Paik
2711,비모수함수추정론,박병욱
2712,응용통계세미나,장원철
2714,통계학세미나,오희석
2727,현대대수학,이인석
2728,해석개론 1,강남규
2729,해석개론 1,최현석
2730,해석개론 1,김형준
2731,해석개론 1,김판기
2734,다변수해석학,강남규
2735,과학계산개론,강명주
2737,금융수학 1,Gerald Trutnau
2739,대수학 1,David Donghoon Hyeon
2742,함수해석학 1,이우영
2743,미분기하학 1,김다노
2744,대수적위상수학 2,국웅
2745,대수적정수론,변동호
2746,대수기하학,김영훈
2749,기하위상수학,박종일
2750,해석학특강,이기암
2751,응용수학특강,최형인
2756,대학원논문연구,김도한
2774,현대 물리학의 기초,전헌수
2775,단학기 양자물리,김경태
2776,양자역학 1,Uwe R. Fischer
2778,고전역학,이원종
2779,전기역학 1,김대식
2786,응집물질물리특강 1,민홍기
2788,고급응집물질물리학,이진호
2790,물리학특수연구 3,오세정
2791,물리학특수연구 5,김선기
2804,대학원논문연구,유인석
2856,화학세미나,이형호
2861,화학특수연구 1,신환철
2862,화학특수연구 3,서정쌍
2865,고급화학연구 3,이철범
2868,유기재료합성,이연
2869,산학화학세미나,이동환
2870,대학원논문연구,신환철
2900,고급분자세포생물학특수연구,이지영
2901,생화학특강,김종서
2912,식물생리학특강,홍주봉
2917,생태학특강,김상종
2919,분자세포생물학 1,박상현
2920,고급개체생물학특수연구,이원재
2921,식물과학특론,최성화
2924,분자유전학특론,정구흥
2927,미생물생태학특론,김상종
2930,계통생물학및생태학세미나1,허원기
2978,대기역학 1,손석우
2982,물리해양학 및 실험,장경일
2985,천문관측 및 실험 1,우종학
2991,암석학 및 실험,조문섭
2995,해양오염론입문,김종성
2997,천체물리학개론 2,이형목
2998,해양선상실습,장경일
3003,천문기기및실험,박용선
3004,대규모대기역학,Kwang Yul Kim
3005,수치모델링및예측 1,이동규
3007,대기과학특강 1,강인식
3010,해류학,장경일
3012,퇴적학,최경식
3015,천체분광학특강,Sascha Trippe
3019,현대천문학특강,채종철
3029,해양순환특강,조양기
3038,지구환경과학세미나,손석우
3064,대학원논문연구,조문섭
3073,생물학야외실습,박종욱
3074,생물다양성과 환경,김원
3075,생물다양성과 환경,Jonathan Julio Fong
3088,발생생물학,이건수
3091,생명과학학위논문연구,백대현
3093,생명과학학위논문연구,이원재
3094,생명과학연구실습 2,설재홍
3096,인간의 진화와 생태,Jonathan Miles Adams
3099,양자물리 1 연습,정현석
3104,대학원연구입문,김대식
3106,계산과학이론 및 실습1,강동완
3107,과학적 가시화의 기초 및 실습,고형석
3108,데이터과학,이만재
3109,계산과학 종합설계,강명주
3110,BPCB 세미나 Ⅳ,김성근
3113,BPCB 특수연구,전헌수
3133,과학적 가시화,변석용
3141,생활과학의 이해,황금택
3142,식품영양학교육론,백희영
3144,가정과논술지도법,문영훈
3148,단체급식관리 및 실습,김소영
3151,식품재료학,황인경
3152,식생활관리학 및 실험,최지유
3153,식품가공 및 저장학,황금택
3155,식품영양학세미나 1,황금택
3156,식품영양학세미나 3,황금택
3159,임상영양치료 1,김은미
3161,영양역학,백희영
3175,패션디자인의 이해,전재훈
3178,컬러와 패션스타일링,박유정
3180,패션디자인기초,전재훈
3185,드레이핑,권상희
3190,패션트렌드 및 디자인기획,박주희
3200,이론염색화학,김은아
3201,고급의류학연구방법론,추호정
3203,복식과색채론,신혜영
3211,보육학개론,이성옥
3216,놀이지도,우현경
3218,소비자정보론,최아영
3219,보육실습,김유미
3226,고급소비자학연구법 1,진윤아
3230,소비자광고특강,김선우
3238,아동발달특론,최은정
3242,한국가정생활사연구,이재림
3244,아동가족 대학원 세미나 1,진미정
3245,다문화 사회와 가족연구,Chung Grace Haejin
3251,유아교육론세미나,이정현
3252,약학개론 및 약사윤리,박성혁
3260,약품분석학 2,송준명
3270,미생물 및 면역학 2,강창율
3274,약제학 1,김대덕
3276,약제학 2,김대덕
3284,미생물 및 면역학 1,강창율
3288,약물치료학 1,
3303,약물치료학실습 1,한나영
3310,유기약품합성화학특론,이지연
3313,약학연습 1,강창율
3317,약학연습 1,신영기
3318,약학연습 1,이병훈
3321,약학연습 1,이지연
3329,식물성분생합성,오원근
3333,화학요법제 1,정낙신
3334,의약품제제분석 1,송준명
3335,기기분석 1,권성원
3338,약학연습 3,강창율
3341,약학연습 3,이승희
3342,약학연습 3,신영기
3343,약학연습 3,이병훈
3353,의약면역학특강,강창율
3359,생약화학및실험,김진웅
3405,약학핵자기공명학,이기영
3406,약물치료학특론,김데레사
3409,소아약학,신완균
3413,생물약제학실험법특강,이우인
3418,사회약학,Eunkyung Euni Lee
3422,재료공학개론,김미영
3424,현대기술과 윤리적 사고,최형섭
3425,공학영어커뮤니케이션입문,김성우
3426,기술과 창업,곽승엽
3427,양자역학의 기초,이지화
3429,공학기술과경영,Nasser Al Mahasher
3431,공학지식의 실무응용,민상렬
3432,공학지식의 실무응용,심형진
3433,공학프로젝트관리,최형섭
3435,공학연구의 실습 1,박근수
3437,공학연구의 실습 2,Suh Eun Suk
3438,유한요소법입문,김승조
3450,한국건축사연구방법론,김정동
3469,건축설계스튜디오 1-1,Choon Woong Choi
3470,건축설계스튜디오 1-1,박진택
3471,건축설계스튜디오 1-1,김민석
3472,건축설계스튜디오 1-1,이은경
3473,건축학세미나,박소현
3478,건축사 1,주상훈
3487,한국건축,김봉건
3491,건축설계스튜디오 5-1,김현철
3492,건축설계스튜디오 5-1,이민아
3496,주거계획,김석경
3499,건물열에너지이론,여명석
3501,건축설계 1,임상진
3504,건축재료,한동엽
3511,건축환경설계,김광우
3515,산업컴퓨팅개론,최예림
3516,경영정보시스템,이수강
3518,경제성공학,오형식
3520,물류관리,Hans-Otto Guenther
3524,산업공학통계,박용태
3530,공업경제분석,오형식
3532,산업공학특론,Hans-Otto Guenther
3535,전략기획 및 통제,문일경
3536,투자위험관리론,장우진
3537,산업공학세미나,이경식
3569,해양장비,양영순
3574,해양플랜트 안전성 설계,양영순
3575,구조물유한요소해석 및 프로그래밍,신종계
3576,선박조종론특론,김낙완
3579,고급형상모델링,김태완
3598,프로그래밍연습,장병탁
3599,데이타베이스,Moon Bongki
3607,VLSI회로,전주식
3609,모바일 컴퓨팅과 응용,신현식
3614,IT-리더십세미나,박근수
3615,영상처리,김건희
3621,고급내장형시스템,김지홍
3627,대규모집적회로특강,전주식
3631,컴파일러구성특강,허충길
3632,컴퓨터응용특강,김선
3633,고급컴퓨터공학세미나,박근수
3658,대학원논문연구,전주식
3671,프로그래밍방법론,윤성로
3677,기초전기전자세미나,박세웅
3682,확률변수 및 확률과정의 기초,김성철
3691,전기공학설계프로젝트,김남수
3692,전기공학설계프로젝트,김용권
3695,전기공학설계프로젝트,박남규
3700,전기공학설계프로젝트,심규석
3706,전기공학설계프로젝트,황기웅
3710,마이크로시스템기술개론,권성훈
3744,고급디지탈통신,이정우
3752,통신공학특강,박세웅
3754,통신공학특강,김영욱
3759,반도체소자특강,김성준
3766,집적회로특강,김수환
3767,디스플레이공학,황기웅
3827,대학원논문연구,황기웅
3831,재료역학개론,정관수
3836,재료물리화학1,이정중
3837,재료물리화학1,조원호
3842,재료실험 1,강태진
3843,재료실험 1,박찬
3844,재료실험 2,조원호
3845,재료실험 2,오규환
3846,재료실험 2,황농문
3849,재료의 기계적 거동,김영운
3854,재료바이오입문,안철희
3857,재료종합실험,정관수
3865,전산재료학,유웅열
3866,생체의료용재료,남기태
3876,재료콜로퀴엄1,김기범
3882,재료콜로퀴엄2,김기범
3883,재료콜로퀴엄3,김기범
3933,멀티스케일기계설계세미나 1,이정훈
3937,대학원논문연구 1,이준식
3949,수리학 및 실험,강문성
3950,측량학 및 실습,강문성
3951,공학설계 및 CAD,김현중
3953,건설공학리더십,서경덕
3955,건설공학리더십,김재관
3957,건설공학리더십,남경필
3964,재료역학 및 실험,김재관
3979,포장공학,김형배
3982,강구조설계,심형보
3983,수질오염제어 및 실험,최용주
3984,하천설계 및 관리,서일원
3985,판 및 쉘 이론,박원석
3986,해양구조공학,김재관
3990,도시 및 지역계획특론,김상일
3998,토질역학특론 1,정충기
3999,지반환경공학특론 1,박준범
4005,고급구조해석,송준호
4010,건설환경 공학글쓰기와 발표,Robert C. Meurant
4036,화학생물공학입문,한종훈
4054,화학생물공정실험,성영은
4055,화학생물공정실험,김화용
4068,에너지공학,김대형
4105,대학원논문연구,김화용
4109,환경공정공학,이종협
4113,탄성파탐사특강,신창수
4115,에너지자원세미나,조희찬
4121,에너지시스템공학특강,Richard Sanchez
4128,방사선생물물리학,김은희
4129,환경표면화학,조희찬
4130,산업경제계량분석,오선아
4157,의학물리,김희찬
4162,바이오엔지니어링세미나 3,김병수
4163,생체모방학,이정찬
4166,기술경영경제정책입문,김태유
4172,경영통계론,이종수
4176,융합기술경영론,홍아름
4178,융합기술세미나,마난다르
4183,정보통신융합기술경영 및 정책,황준석
4188,산업동학과 혁신전략,이정동
4204,파동과 지진공학,신창수
4205,자원공학실습,송재준
4207,물리탐사자료해석,민동주
4211,리스크 공학,양영순
4212,대학원논문연구 1,성우제
4215,융합과학기술개론,이중식
4216,융합 지식의 실무 응용 1,김연상
4224,나노과학기술세미나1,김연상
4231,게임의 이해,민용재
4264,융합 프로젝트 설계,이교구
4269,디지털증거법·정보보호법,정재황
4279,교직실무,송달용
4280,산업교육방법 및 실습,정동열
4284,국제개발협력과 농업,나승일
4289,실험설계,이석하
4297,경지생태학,김광수
4307,환경원예학,이희재
4319,산업인력개발세미나 1,정철영
4322,고등직업교육론,최수정
4335,작물유전체학개론,이석하
4351,산업인력개발에서의 컴퓨터 활용 및 실습,박혜선
4354,산업인력개발평가론,이찬
4355,산업인력개발전문가론,남중수
4357,토양비료학 및 실험,노희명
4361,유전생화학,최양도
4365,응용생명화학실험2,김수언
4373,응용생물학실험 1,가종억
4409,전략적정보시스템의사결정,문정훈
4410,산림환경과학,김현석
4420,국제임업론,Victor K. Teplyakov
4423,산림환경학세미나 1,Victor K. Teplyakov
4426,산림토양학특강,박필선
4429,세계화와 보호지역,Victor K. Teplyakov
4440,대학원논문연구,Victor K. Teplyakov
4441,학술림임산실습,최인규
4443,환경재료화학공정,최준원
4448,환경재료과학실습 및 세미나,윤혜정
4450,코팅과 이미징과학 및 실험,김채훈
4453,목질기기분석론,최인규
4455,임산바이오에너지특강,최준원
4473,동물영양학 및 실험,백명기
4481,사료학 및 실험,백명기
4483,생물재료역학,정종훈
4493,바이오시스템제어특강,김학진
4494,시설생물생산시스템설계,이중용
4503,바이오소재실험 1,김태일
4504,천연고분자1,이기훈
4525,지속가능환경계획론,안동만
4526,조경적산 및 경영분석,김영욱
4527,조경논문연구,김성균
4530,조경설계 3,최혜영
4531,경관구성론,배정한
4532,특수지역식재계획,정욱주
4543,응용시설구조공학,이정재
4553,대학원논문연구,이정재
4564,동물산업특강,남성우
4565,농업미생물유전학,가종억
4572,생물모델발굴,안용준
4573,신생물소재 및 생활성조절,안용준
